clique	versions
8736	[343284, 345024, 346731, 347135, 351985, 341029, 342344, 364618, 358145, 358745, 361110, 62357, 62860, 63916, 104658, 104825, 105716, 107518, 112914, 114829, 119321, 70332, 122088, 126403, 128731, 132404, 133117, 143736, 146690, 148988, 150755, 151456, 168614, 169492, 169718, 170395, 170882, 171767, 176760, 178731, 183231, 184523, 185170, 187774, 187823, 152216, 159050, 159842, 161568, 162911, 165137, 166991, 259153, 260548, 260973, 276064, 276165, 276254, 276644, 278822, 279126, 262016, 262835, 262907, 264607, 265715, 265820, 268933, 271032, 275809, 283875, 286983, 287011, 295794, 298334, 290042, 314187, 316095, 316366, 317393, 302377, 303604, 304004, 305371, 306730, 319435, 327153, 308731, 332113, 83350, 83559, 84869, 85287, 86438, 87652, 87743, 216135, 218212, 188641, 189341, 237317, 240015, 221075, 222238, 222549, 223006, 224514, 226609, 227195, 234470, 243857, 243904, 245614, 247039, 248290, 195581, 248693, 198059, 212264, 251144, 251523, 252178, 213416, 214422, 253966, 254482, 256521, 257194, 88851, 92012, 65876, 66858, 59858, 96590, 99817, 74692, 74777]
33516	[343285, 341373, 366210, 366554, 122219, 127806, 142434, 171180, 260083, 285058, 285600, 328315, 218636, 250794, 212921, 71967]
12081	[343286, 356858, 270757, 287582, 291399, 206615]
30029	[343287, 174485]
18179	[343288, 329299, 68486]
40785	[343289, 339309, 364732, 360870, 105938, 114006, 126840, 127034, 128351, 143212, 145296, 145992, 148137, 183547, 156376, 157564, 278026, 274323, 297883, 316170, 304296, 305446, 327353, 310047, 333370, 78486, 82529, 236858, 240641, 241244, 227656, 230856, 190669, 214055, 256001, 95011, 99518, 103317, 71685, 72249, 76162]
6809	[343290, 70630]
12631	[343291, 347394, 338168, 338206, 341075, 353561, 354312, 355503, 359371, 360735, 106522, 108978, 112119, 112978, 115026, 116624, 70004, 136254, 140762, 144535, 149852, 151745, 168627, 173220, 174875, 178084, 184235, 299636, 302926, 305011, 320431, 322828, 309672, 87797, 217073, 219329, 228756, 192019, 242862, 197171, 206427, 209313, 210440, 251820, 251967, 91869, 57504, 94256, 100416, 72127, 74145, 75969]
15851	[343292, 343501, 346800, 349387, 351007, 352033, 336204, 337564, 340213, 341658, 367274, 356011, 356977, 358333, 359060, 359460, 80422, 80994, 62208, 62289, 62675, 64493, 104763, 105016, 105856, 109377, 115129, 116759, 118767, 119380, 119891, 120156, 120571, 123158, 123173, 138294, 125859, 127790, 127865, 128475, 128999, 133219, 136718, 143390, 145082, 146093, 151199, 151338, 172508, 177599, 179322, 179759, 180199, 181727, 185004, 185854, 187219, 187330, 154399, 156716, 157443, 160058, 164769, 257621, 259461, 260652, 267252, 267305, 267440, 270711, 271039, 271052, 271439, 272028, 272368, 273292, 273993, 274608, 283180, 283237, 285215, 286015, 294334, 294843, 295143, 296122, 298587, 288991, 316462, 316558, 305737, 306077, 307409, 319759, 320131, 321888, 321973, 322530, 324773, 327012, 327631, 328613, 307992, 309303, 309798, 310299, 311316, 311703, 312706, 331266, 55507, 82614, 83212, 84049, 87435, 216221, 216380, 217190, 239725, 219312, 219816, 224907, 226453, 231043, 231510, 231707, 231710, 235077, 190797, 243531, 244425, 245847, 195145, 195768, 195932, 196643, 249875, 204241, 204687, 206324, 209996, 212213, 215875, 252725, 253211, 255016, 90847, 64808, 68256, 69581, 79073, 57850, 57907, 94825, 97377, 98322, 100536, 103989, 72285, 74319, 76577]
33852	[343293, 351928, 360529, 107203, 108447, 70162, 124185, 134408, 144969, 169298, 183167, 153313, 261270, 294799, 324957, 56072, 220541, 194864, 209374, 214624, 253985, 93433, 96291, 102252, 75920, 76214]
5510	[343294, 347728, 338485, 341895, 366660, 368111, 360330, 361677, 104902, 107721, 110341, 114891, 119653, 69881, 127417, 140338, 141719, 142424, 144133, 144841, 146123, 171638, 176027, 176243, 180909, 152570, 278149, 261653, 274157, 282841, 284432, 286025, 286296, 298918, 289936, 290191, 313214, 317541, 305755, 318553, 319504, 309983, 87761, 217617, 188773, 237228, 237564, 221626, 226230, 191531, 244119, 244245, 245473, 193032, 195290, 195379, 201180, 201840, 203979, 213743, 254550, 88528, 91923, 65106, 66432, 67421, 58849, 103047, 72484]
18601	[343295, 366091, 368205, 360791, 122169, 139846, 146107, 150232, 171040, 181947, 182220, 160662, 282595, 285822, 298937, 290163, 317478, 321107, 312365, 56187, 190338, 196506, 197122, 249676, 209395, 214947, 66264, 102402, 74222, 74995, 75110]
7206	[343296, 343676, 347233, 336859, 362931, 365231, 352324, 352827, 354389, 360801, 80886, 81028, 61646, 104235, 109604, 69912, 124395, 124494, 125026, 126125, 130446, 131837, 134640, 137375, 141341, 143445, 145996, 168855, 180121, 180549, 181536, 186327, 152336, 155771, 163560, 276435, 277130, 277225, 278470, 278836, 263999, 265721, 270949, 273032, 279972, 279982, 281710, 285302, 285816, 289405, 313455, 316286, 306388, 319692, 325858, 326220, 327489, 312104, 331287, 331786, 332346, 76757, 55846, 56481, 82748, 84928, 188600, 237905, 219075, 231660, 232666, 233186, 233540, 233741, 244239, 193727, 196129, 249300, 198137, 198366, 201762, 204529, 204699, 205756, 207853, 212073, 250914, 215457, 253871, 66163, 58215, 60338, 93619, 94461, 102946, 72771, 73145]
23241	[343297, 351042]
33951	[343298, 175799]
13441	[343299, 59227]
28452	[343300, 154630]
34205	[343301, 346220, 64143, 270343, 284463, 299497, 305916, 95714, 74761]
20468	[343302, 348758, 341828, 342712, 362339, 363442, 366958, 369616, 359716, 62975, 104044, 125031, 142862, 146570, 148379, 172488, 179077, 179178, 165649, 165735, 260003, 270833, 281607, 286645, 288815, 291635, 292764, 294691, 314863, 319614, 323056, 324231, 332488, 240660, 219923, 246032, 249063, 196590, 200358, 200585, 201906, 206994, 252095, 213010, 213143, 252761, 255660, 90638, 65991, 60507, 92650, 97180, 100339, 102970, 103351]
40358	[343303, 339190, 140284, 321954, 77485]
41470	[343304, 171378, 185625, 315593, 321807, 335203, 83787, 219763, 224694, 205785, 57559]
7734	[343305, 346253, 110258, 120029, 123656, 124680, 126629, 136722, 288918, 317060, 306879, 325863, 86932, 241937, 192290, 197118, 90319, 65351, 61572, 102412, 74038]
9284	[343306, 347552, 347982, 351616, 351692, 336897, 336912, 341663, 362334, 364533, 364762, 365742, 367958, 352564, 352607, 353920, 353943, 355485, 356527, 358054, 359428, 360437, 79587, 79924, 81882, 81979, 104684, 107323, 107590, 107826, 108223, 108723, 109631, 110449, 114400, 117839, 118426, 118627, 121213, 139050, 140215, 125453, 127160, 127291, 127445, 128082, 131252, 131860, 133158, 134290, 134490, 137559, 142400, 142587, 145443, 146482, 149073, 149279, 149629, 169541, 170571, 171199, 171799, 173463, 173670, 174074, 174402, 176045, 176048, 176119, 177136, 178087, 180707, 181122, 181197, 182399, 182733, 184745, 184849, 185896, 185978, 186487, 187016, 151951, 153426, 153562, 154224, 155307, 159625, 159793, 162482, 165828, 167007, 167453, 167485, 258939, 259177, 277272, 277304, 278298, 278637, 262217, 264036, 264876, 265945, 266981, 267907, 268724, 271942, 273188, 274099, 282989, 283288, 285089, 285807, 287136, 287548, 288612, 300442, 300971, 301539, 291117, 291664, 292113, 293335, 295136, 296161, 297766, 298181, 313622, 316278, 317229, 317573, 302033, 303206, 303267, 304947, 306285, 306618, 306698, 318982, 319379, 321676, 322093, 322405, 322421, 323595, 324995, 325805, 326035, 329425, 329750, 330628, 309640, 310470, 311980, 313002, 331992, 332179, 332910, 334360, 334695, 335389, 335722, 55451, 55597, 55811, 82668, 83542, 84091, 86228, 86485, 86792, 88209, 217423, 218742, 189406, 238130, 239498, 221477, 223562, 225190, 225864, 225973, 226456, 226506, 228988, 230718, 231149, 231242, 231814, 232466, 243287, 243586, 244817, 246092, 247420, 247975, 193622, 194330, 195027, 196140, 196841, 197379, 199165, 199630, 201677, 203394, 205116, 208812, 210435, 211393, 211651, 212785, 213200, 213634, 215292, 254330, 254865, 255383, 255523, 256554, 89012, 89930, 90195, 65493, 68941, 69001, 78809, 57260, 57997, 61186, 94989, 95439, 97374, 97419, 99916, 100987, 103337, 71152, 72074, 75258]
33814	[343307, 259289, 231348, 198037]
28306	[343308, 350898, 363791, 368276, 80126, 106050, 107373, 108105, 116028, 116807, 117363, 117512, 119439, 120736, 122419, 139783, 140816, 142028, 143868, 148449, 167996, 168504, 171165, 171320, 175265, 279709, 292317, 301939, 303091, 306738, 319728, 311092, 332658, 56411, 86826, 216035, 216627, 218839, 241204, 241777, 221069, 222049, 223344, 228142, 234739, 236194, 249606, 203751, 251500, 253408, 68291, 69239, 92488, 100484, 70857, 74498]
32846	[343309, 348898, 349424, 351497, 368275, 104066, 104178, 105743, 106393, 115972, 116185, 116389, 120135, 126270, 141013, 142846, 148872, 171945, 172975, 177889, 178196, 180684, 181188, 185599, 156763, 161285, 162550, 162761, 263704, 267090, 270016, 274695, 275765, 285377, 286553, 317968, 304502, 319028, 321818, 323710, 329475, 78191, 87911, 236814, 224747, 229389, 231963, 243778, 251088, 213209, 88527, 88962, 92197, 65004, 69016, 78714, 101267, 101557, 103160]
14709	[343310, 345016, 346893, 347622, 350742, 351534, 351674, 338391, 339325, 341209, 364034, 364657, 366541, 368228, 352958, 354135, 368694, 368998, 369185, 356519, 358850, 359738, 361476, 361693, 361994, 81237, 109022, 111243, 113666, 115645, 118464, 119226, 69589, 69925, 70277, 123008, 125922, 126475, 126707, 132194, 132288, 132346, 134424, 137844, 144183, 144992, 145539, 146420, 147846, 150897, 169244, 172787, 176139, 176172, 176683, 178400, 178585, 179301, 181384, 183988, 187400, 187775, 153703, 153777, 159382, 167241, 278694, 281733, 285156, 287944, 288617, 300254, 300407, 300574, 292674, 295528, 303992, 304519, 306022, 306429, 318471, 318670, 319715, 319955, 320490, 326177, 330826, 308724, 308897, 310080, 310401, 312735, 332091, 332577, 333081, 335241, 55653, 55823, 57074, 83013, 86164, 86517, 217572, 188660, 189288, 189947, 238770, 239394, 240134, 219688, 219700, 221234, 222013, 223999, 225580, 230331, 231800, 236349, 236524, 190959, 192523, 242797, 243617, 246869, 247026, 249600, 197259, 199821, 200868, 203121, 205527, 205855, 207279, 212151, 214189, 253031, 255285, 256949, 257248, 89503, 91111, 68943, 78892, 60468, 92932, 95662, 95999, 99457, 99763, 102784, 71406, 74227, 75138]
31675	[343311, 348277, 70533, 135080, 145156, 168573, 269570, 283885, 293858, 221113, 221166, 68865]
14145	[343312, 349596, 351530, 337720, 337819, 341489, 352661, 355281, 360039, 81959, 129041, 130561, 130949, 132055, 141272, 168475, 171808, 182591, 183481, 187411, 153664, 157392, 160615, 272215, 280168, 282824, 301627, 293034, 296391, 302500, 321763, 322912, 328452, 329432, 308554, 221919, 226107, 228588, 231634, 199321, 199706, 206173, 215835, 254339, 58142, 59577, 59678, 99427, 72216]
27938	[343313, 346064, 347168, 347713, 349802, 349888, 349981, 349987, 350112, 351119, 336473, 338053, 339154, 339469, 340337, 340907, 341056, 363249, 364111, 364800, 365095, 365968, 366961, 352387, 352860, 354768, 355305, 368930, 358955, 359032, 359255, 361349, 79368, 80486, 80635, 81522, 62444, 64069, 104033, 105738, 106555, 106758, 106797, 106919, 107891, 108165, 109637, 109836, 109977, 110589, 110780, 113261, 113645, 113689, 114930, 115734, 116553, 117864, 118140, 118154, 118311, 118503, 119857, 120479, 120591, 121955, 123258, 123370, 124309, 124434, 138665, 139638, 126132, 126171, 129231, 129415, 129532, 131959, 133199, 134087, 135396, 136430, 136465, 136748, 137699, 141211, 142542, 143838, 144664, 145394, 146847, 147312, 147952, 148635, 149979, 151572, 168241, 168739, 169374, 172183, 172483, 176652, 181092, 182085, 182630, 183382, 184633, 186218, 186317, 187562, 187608, 187795, 187864, 187877, 152009, 153639, 154645, 154680, 156190, 156574, 156822, 157208, 157705, 157715, 157832, 158807, 159324, 162338, 162973, 163119, 165611, 167370, 257471, 257508, 257799, 259032, 259764, 260376, 276794, 276803, 277203, 278403, 263226, 263275, 263420, 263975, 264903, 265036, 267816, 268218, 269129, 269356, 269577, 270887, 271780, 272394, 274271, 274526, 274724, 275118, 275824, 280209, 280259, 280511, 281166, 281425, 283190, 283376, 286151, 286233, 286452, 287106, 287966, 288345, 288832, 300059, 300165, 300271, 300976, 291625, 296254, 296380, 296581, 297815, 289143, 316306, 316649, 317937, 304500, 305629, 307173, 307253, 318403, 319649, 321027, 321961, 322541, 326451, 327025, 327440, 327521, 330081, 308423, 309753, 310616, 310758, 311414, 311772, 332171, 333563, 335333, 76900, 56585, 84000, 84081, 84914, 85198, 85520, 86266, 87772, 218166, 189398, 189826, 190557, 237132, 238078, 238241, 239600, 240636, 241969, 242038, 219028, 220073, 220185, 221124, 222770, 225258, 226539, 227844, 228587, 228839, 230129, 231901, 232193, 232397, 233278, 233414, 233465, 233473, 234539, 235810, 236263, 191931, 192172, 245803, 246067, 247649, 247854, 193400, 194156, 194920, 195021, 195772, 195811, 248813, 249642, 197046, 198435, 201229, 203104, 203417, 203815, 204219, 204782, 205704, 207537, 207975, 208024, 210673, 211062, 252063, 252506, 252559, 213423, 213559, 252710, 255300, 255594, 256620, 88908, 89075, 89156, 89375, 89865, 90032, 90200, 90531, 64836, 66113, 67282, 67307, 67368, 69118, 78761, 58392, 59105, 59350, 59600, 92427, 93172, 96022, 96471, 98115, 98140, 98832, 99702, 101426, 101679, 103687, 71540, 72700, 73154, 73762, 74511, 75915]
27974	[343314, 366557, 80178, 180470, 311119, 202375, 209537, 95121]
9254	[343315, 342481, 362762, 125216, 143385, 171122, 162786, 273756, 287766, 315697, 303148, 325324, 327869, 335835, 219416, 220509, 204581, 214998, 76155]
12633	[343316, 351053, 340381, 155261, 326199, 329402, 309656, 331610, 210753, 69071, 94041, 74320]
22668	[343317, 345833, 347384, 350514, 350658, 350771, 351014, 351465, 336026, 336559, 336824, 337001, 338099, 338308, 338917, 341723, 364603, 365006, 365875, 366454, 368052, 354863, 356050, 368667, 368921, 369421, 357644, 358477, 359634, 359897, 360971, 79489, 80260, 81082, 81158, 81575, 81663, 81926, 62878, 63877, 105859, 107364, 108019, 110103, 111774, 112278, 115440, 116225, 117575, 119065, 120252, 121760, 122507, 122997, 124227, 138409, 139527, 139780, 140206, 126656, 127581, 127778, 128291, 130266, 130367, 130744, 131672, 132420, 133366, 135083, 135533, 136247, 142372, 142835, 144609, 146212, 146623, 147159, 148355, 148694, 149146, 151153, 151262, 167861, 170678, 171272, 171342, 172506, 173137, 174333, 175822, 178394, 178713, 179121, 181589, 182748, 183104, 183140, 183400, 183416, 185400, 186671, 187436, 187830, 188316, 153844, 154232, 156731, 158675, 159183, 160971, 163770, 164839, 165053, 165211, 260672, 260829, 261368, 279100, 263231, 266788, 268202, 268389, 270004, 271833, 272668, 273150, 275327, 280385, 280515, 280769, 282662, 286220, 286341, 287724, 287781, 287989, 288268, 299611, 300090, 291927, 292135, 294047, 294278, 294512, 295275, 296417, 296589, 296690, 297425, 289358, 290494, 313653, 315228, 316446, 316796, 317244, 306350, 306441, 307262, 318784, 319040, 319761, 320059, 326482, 327978, 328734, 329482, 329649, 330558, 330924, 308127, 312719, 333935, 334573, 335038, 335517, 77039, 77249, 77275, 77654, 78416, 56444, 56953, 83058, 83644, 84927, 85221, 87032, 216129, 216873, 189034, 190087, 190133, 190156, 236804, 237968, 238001, 239099, 241312, 241797, 220699, 221226, 221667, 222350, 225789, 225977, 227279, 230365, 230912, 232390, 232561, 233195, 234129, 243301, 244151, 244214, 193826, 194839, 195321, 248920, 249581, 197360, 249869, 250137, 197766, 198771, 199193, 200210, 200270, 200501, 201175, 201833, 203273, 204066, 205869, 205912, 206342, 206682, 206735, 209371, 209486, 210785, 212001, 212681, 212941, 215186, 215634, 253708, 255287, 89202, 89517, 91028, 64994, 65851, 66217, 67734, 68200, 69113, 69139, 57290, 58228, 58492, 58984, 59659, 59971, 60173, 60426, 93290, 97137, 97468, 97946, 98255, 98349, 100676, 101097, 101897, 102540, 103323, 103408, 72202, 72672, 73156, 73196, 74328, 76224]
24936	[343318, 369782, 81552, 119795, 136087, 168429, 168825, 165699, 166105, 261686, 274636, 300999, 310394, 312364, 55391, 222914, 226719, 229019, 235742, 193080, 194629, 201172, 210644, 255387, 90364, 67857, 60878, 94091, 95230]
40179	[343319, 113953, 167728, 172887, 186987, 292871, 313369, 316364, 240605, 219116, 224543]
38831	[343320, 104783, 188200, 264624, 280314, 286580, 297352, 313827]
13805	[343321, 355672, 193441, 92160]
25732	[343322, 359017, 114681, 142622, 149378, 173695, 177138, 178057, 153613, 163493, 261914, 264488, 298997, 299165, 225913, 244662, 205396, 212822, 58741, 93397]
1225	[343323, 298266]
38216	[343324, 348442, 350705, 351514, 340596, 366976, 367047, 355931, 369025, 79987, 64581, 104639, 107545, 110920, 112529, 116261, 117844, 118129, 120920, 121015, 121915, 126731, 126815, 127254, 127645, 128711, 129100, 129566, 129938, 130812, 130855, 132219, 133356, 137023, 142633, 143274, 145166, 145978, 146077, 171743, 172047, 173387, 173896, 177346, 178682, 153825, 162222, 165328, 165623, 166515, 166832, 259915, 278629, 263294, 264672, 266339, 267610, 268963, 273901, 275833, 280960, 283787, 284665, 285389, 287857, 301163, 291747, 293653, 296708, 314439, 315416, 302657, 302709, 303204, 304411, 306555, 307227, 307388, 319534, 322089, 323071, 323894, 329977, 331041, 312430, 331465, 333180, 335432, 78446, 83295, 84446, 86911, 87658, 217071, 217256, 239296, 241733, 221498, 225543, 225819, 227212, 228029, 228780, 230408, 232939, 233587, 244062, 244696, 247992, 192654, 192931, 193683, 194222, 250305, 200815, 201059, 202059, 202400, 203765, 205786, 206837, 207383, 208073, 252482, 254056, 255829, 89750, 65225, 65857, 65938, 67438, 68487, 59083, 60220, 61061, 94051, 71387, 73752, 73791, 74566]
23368	[343325, 345667, 345971, 336397, 337633, 338807, 366163, 354179, 369632, 370011, 356426, 357863, 359009, 361394, 79582, 79743, 112152, 113313, 117264, 121085, 70202, 123223, 123295, 124473, 138626, 139655, 139815, 125790, 136446, 137285, 137845, 137958, 142427, 144630, 145319, 145771, 146013, 149546, 150238, 170688, 171924, 178200, 178790, 186383, 186678, 153898, 156656, 157632, 157878, 158630, 161711, 162060, 163000, 165488, 167455, 257759, 276707, 279263, 279699, 262054, 265406, 265487, 268292, 275260, 282362, 284724, 287143, 298962, 299921, 300270, 301654, 293809, 295276, 296877, 289789, 290010, 313557, 315489, 316099, 316673, 319049, 319176, 322037, 322369, 323447, 326070, 327756, 329338, 329349, 309039, 310268, 312617, 333723, 334594, 78204, 55416, 83218, 85801, 86162, 87225, 87822, 216475, 216783, 218904, 238456, 239134, 241372, 242207, 242424, 219326, 220578, 221759, 223361, 224296, 224833, 225313, 225334, 225779, 229774, 234620, 235099, 244592, 245867, 246545, 246807, 192819, 193945, 195269, 250345, 198005, 199445, 199645, 201837, 202614, 206531, 208735, 210332, 211069, 251009, 214629, 215649, 256735, 88592, 89123, 90048, 90771, 90841, 91136, 92147, 66566, 66913, 68838, 60390, 93010, 97646, 71417, 73271, 74162, 74649, 75539]
